Nom avec article;Code commune;Département;Code postal;Longitude;Latitude
La Bastide-Puylaurent;48021;Lozère;48250;3.9056289;44.5905119
Belvezet;48023;;;;
Les Bessons;48025;Lozère;48200;3.252649;44.7738609
Blavignac;48026;Lozère;48200;3.2860853;44.8854776
Mont Lozère et Goulet;48027;Lozère;48190;3.732105;44.483372
Le Bleymard;48027;;48190;3.732105;44.483372
Les Bondons;48028;Lozère;48400;3.61895704269;44.3862495422
Le Born;48029;Lozère;48000;3.561475;44.559982
Brenoux;48030;Lozère;48000;3.5334187;44.4835285
Brion;48031;Lozère;48310;3.09298992157;44.7535018921
Le Buisson;48032;Lozère;48100;3.237021;44.622722
La Canourgue;48034;Lozère;48500;3.21584;44.43133
La Capelle;48035;;;;
Cassagnas;48036;Lozère;48400;3.746149;44.271039
Chadenet;48037;Lozère;48190;3.636685;44.516427
Bel-Air-Val-d'Ance;48038;Lozère;48600;3.659631;44.852824
Chambon-le-Château;48038;;48600;3.659631;44.852824
Chanac;48039;Lozère;48230;3.34351491928;44.4661750793
Chasseradès;48040;;;;
Chastanier;48041;Lozère;48300;3.75481796265;44.7247314453
Chastel-Nouvel;48042;Lozère;48000;3.50140309334;44.5584564209
Châteauneuf-de-Randon;48043;Lozère;48170;3.67469;44.64003
Chauchailles;48044;Lozère;48310;3.08327794075;44.7952346802
Chaudeyrac;48045;Lozère;48170;3.757937999;44.65960399
Chaulhac;48046;Lozère;48140;3.25706100464;44.9227371216
La Chaze-de-Peyre;48047;;;;
Cheylard-l'Évêque;48048;Lozère;48300;3.799958;44.643791
Chirac;48049;;;;
Bédouès-Cocurès;48050;Lozère;48400;3.621586;44.348393
Le Collet-de-Dèze;48051;Lozère;48160;3.920544;44.246165
Cubières;48053;Lozère;48190;3.77161;44.47322
Cubiérettes;48054;Lozère;48190;3.784598;44.460358
Cultures;48055;Lozère;48230;3.37816500664;44.4927635193
Esclanèdes;48056;Lozère;48230;3.358885;44.482474
Estables;48057;;;;
La Fage-Montivernoux;48058;Lozère;48310;3.15298390388;44.7576522827
La Fage-Saint-Julien;48059;Lozère;48200;3.19193005562;44.7998008728
Fau-de-Peyre;48060;;;;
Florac Trois Rivières;48061;Lozère;48400;3.597319;44.320055
Fontanes;48062;;;;
Fontans;48063;Lozère;48700;3.38664698601;44.7392272949
Fournels;48064;Lozère;48310;3.11982;44.81977
Fraissinet-de-Fourques;48065;Lozère;48400;3.539035;44.215116
Fraissinet-de-Lozère;48066;;;;
Gabriac;48067;Lozère;48110;3.72348;44.17855
Gabrias;48068;Lozère;48100;3.372998;44.544795
Gatuzières;48069;Lozère;48150;3.48957109451;44.1984443665
Grandrieu;48070;Lozère;48600;3.634064;44.784441
Grandvals;48071;Lozère;48260;3.03702998161;44.7400283813
Grèzes;48072;Lozère;48100;3.336881;44.512455
Les Hermaux;48073;Lozère;48340;3.130537;44.515289
Hures-la-Parade;48074;Lozère;48150;3.352648;44.244752
Ispagnac;48075;Lozère;48320;3.53500008583;44.3704986572
Javols;48076;;;;
Julianges;48077;Lozère;48140;3.307422;44.930199
Lachamp;48078;;48100;3.371284;44.611431
Lajo;48079;Lozère;48120;3.426913023;44.8371391296
Langogne;48080;Lozère;48300;3.857157;44.725519
Lanuéjols;48081;Lozère;48000;3.571598;44.500731
Laubert;48082;Lozère;48170;3.640258;44.5844949
Les Laubies;48083;Lozère;48700;3.432121;44.687266
Laval-Atger;48084;;;;
Laval-du-Tarn;48085;Lozère;48500;3.3523581028;44.3535308838
Luc;48086;Lozère;48250;3.891261;44.650156
Prinsuéjols-Malbouzon;48087;Lozère;48270;3.135016;44.700838
Malbouzon;48087;;48270;3.135016;44.700838
La Malène;48088;Lozère;48210;3.32025289536;44.3013763428
Le Malzieu-Forain;48089;Lozère;48140;3.3306484;44.856352
Le Malzieu-Ville;48090;Lozère;48140;3.33877;44.85661
Marchastel;48091;Lozère;48260;3.10638594627;44.6508674622
Marvejols;48092;Lozère;48100;3.2935153;44.5530808
Mas-d'Orcières;48093;;;;
Massegros Causses Gorges;48094;Lozère;48500;3.173769;44.3098809
Le Massegros;48094;;48500;3.173769;44.3098809
Mende;48095;Lozère;48008;3.4950343;44.5192044
Meyrueis;48096;Lozère;48150;3.43007;44.18047
Moissac-Vallée-Française;48097;Lozère;48110;3.76807594299;44.1655578613
Molezon;48098;Lozère;48110;3.6819999218;44.207901001
Bourgs sur Colagne;48099;Lozère;48100;3.253101;44.513428
Le Monastier-Pin-Moriès;48099;;48100;3.253101;44.513428
Montbel;48100;Lozère;48170;3.715681;44.592013
Montbrun;48101;;;;
Montjézieu;48102;;;;
Montrodat;48103;Lozère;48100;3.32938999999999;44.5522
Nasbinals;48104;Lozère;48260;3.05009;44.66254
Naussac-Fontanes;48105;Lozère;48300;3.8391151;44.726962
Naussac;48105;;48300;3.8391151;44.726962
Noalhac;48106;Lozère;48310;3.108077;44.811591
Palhers;48107;Lozère;48100;3.29951000214;44.5197296143
La Panouse;48108;Lozère;48600;3.588808;44.729172
Paulhac-en-Margeride;48110;Lozère;48140;3.3810598;44.9468002
Pelouse;48111;Lozère;48000;3.617014;44.56743
Pierrefiche;48112;Lozère;48300;3.70373010635;44.6663017273
Le Pompidou;48115;Lozère;48110;3.654859;44.194951
Pont de Montvert - Sud Mont Lozère;48116;Lozère;48220;3.74616;44.36712
Le Pont-de-Montvert;48116;;48220;3.74616;44.36712
Pourcharesses;48117;Lozère;48800;3.93302989006;44.4387016296
Prévenchères;48119;Lozère;48800;3.919669;44.4244826
Prinsuéjols;48120;;;;
Prunières;48121;Lozère;48200;3.342207;44.826664
Quézac;48122;;;;
Recoules-d'Aubrac;48123;Lozère;48260;3.02456498146;44.6923561096
Recoules-de-Fumas;48124;Lozère;48100;3.335488;44.646658
Le Recoux;48125;;;;
Lachamp-Ribennes;48126;Lozère;48700;3.395103;44.63865
Ribennes;48126;;48700;3.395103;44.63865
Monts-de-Randon;48127;Lozère;48700;3.521479;44.714994
Rieutort-de-Randon;48127;;48700;3.521479;44.714994
Rimeize;48128;Lozère;48200;3.324912;44.766321
Rocles;48129;Lozère;48300;3.781326;44.713775
Rousses;48130;Lozère;48400;3.593121;44.20622
Le Rozier;48131;Lozère;48150;3.206943;44.191643
Saint-Alban-sur-Limagnole;48132;Lozère;48120;3.38645005226;44.7816009521
Saint-Amans;48133;;;;
Saint-Andéol-de-Clerguemort;48134;;;;
Saint-André-Capcèze;48135;Lozère;48800;3.948765;44.416502
Saint-André-de-Lancize;48136;Lozère;48240;3.83973002434;44.276599884
Saint-Bauzile;48137;Lozère;48000;3.50219607353;44.4816627502
Saint-Bonnet-de-Chirac;48138;Lozère;48100;3.27851009369;44.5088005066
Saint Bonnet-Laval;48139;Lozère;48600;3.71856;44.816119
Saint-Bonnet-de-Montauroux;48139;;48600;3.71856;44.816119
Saint-Chély-d'Apcher;48140;Lozère;48200;3.287176;44.804045
Mas-Saint-Chély;48141;Lozère;48210;3.3993751;44.3299538
Sainte-Colombe-de-Peyre;48142;;;;
Sainte-Croix-Vallée-Française;48144;Lozère;48110;3.740514;44.180407
Saint-Denis-en-Margeride;48145;Lozère;48700;3.471144;44.735916
Gorges du Tarn Causses;48146;Lozère;48210;3.41247;44.36373
Sainte-Enimie;48146;;48210;3.41247;44.36373
Saint-Étienne-du-Valdonnez;48147;Lozère;48000;3.561383;44.455321
Saint-Étienne-Vallée-Française;48148;Lozère;48330;3.840406;44.16601
Sainte-Eulalie;48149;Lozère;48120;3.46601;44.791172
Saint-Flour-de-Mercoire;48150;Lozère;48300;3.82570290565;44.6958618164
Saint-Frézal-d'Albuges;48151;Lozère;48170;3.755446;44.568409
Ventalon en Cévennes;48152;Lozère;48240;3.85529999999994;44.2853
Saint-Frézal-de-Ventalon;48152;;48240;3.85529999999994;44.2853
Saint-Gal;48153;Lozère;48700;3.424547;44.669543
Saint-Georges-de-Lévéjac;48154;;;;
Saint-Germain-de-Calberte;48155;Lozère;48370;3.80898;44.2173
Saint-Germain-du-Teil;48156;Lozère;48340;3.1710226;44.4796833
Sainte-Hélène;48157;Lozère;48190;3.603143;44.519224
Saint-Hilaire-de-Lavit;48158;Lozère;48160;3.865119;44.254449
Saint-Jean-la-Fouillouse;48160;Lozère;48170;3.69053;44.7000007
Saint-Juéry;48161;Lozère;48310;2.211474;43.949306
Saint-Julien-d'Arpaon;48162;;;;
Saint-Julien-des-Points;48163;Lozère;48160;3.96493005753;44.254901886
Saint-Julien-du-Tournel;48164;;;;
Saint-Laurent-de-Muret;48165;Lozère;48100;3.20757508278;44.6020126343
Cans et Cévennes;48166;Lozère;48400;3.66312408447;44.3015098572
Saint-Laurent-de-Trèves;48166;;48400;3.66312408447;44.3015098572
Saint-Laurent-de-Veyrès;48167;Lozère;48310;3.13317298889;44.7726593018
Saint-Léger-de-Peyre;48168;Lozère;48100;3.30264806747;44.5938034058
Saint-Léger-du-Malzieu;48169;Lozère;48140;3.31341;44.88849
Saint-Martin-de-Boubaux;48170;Lozère;48160;3.922162;44.200216
Saint-Martin-de-Lansuscle;48171;Lozère;48110;3.7532351;44.2167739
Saint-Maurice-de-Ventalon;48172;;;;
Saint-Michel-de-Dèze;48173;Lozère;48160;3.891047;44.2389129
Saint-Paul-le-Froid;48174;Lozère;48600;3.57214307785;44.7912635803
Saint-Pierre-de-Nogaret;48175;Lozère;48340;3.1364991;44.4622917
Saint-Pierre-des-Tripiers;48176;Lozère;48150;3.25849;44.199781
Saint-Pierre-le-Vieux;48177;Lozère;48200;3.3086778;44.849512
Saint-Privat-de-Vallongue;48178;Lozère;48240;3.83646;44.27828
Saint-Privat-du-Fau;48179;Lozère;48140;3.34145092964;44.9169311523
Saint-Rome-de-Dolan;48180;;;;
Saint-Saturnin;48181;Lozère;48500;3.18866205215;44.4116821289
Saint-Sauveur-de-Ginestoux;48182;Lozère;48170;3.60586500168;44.7045555115
Saint-Sauveur-de-Peyre;48183;;;;
Saint-Symphorien;48184;;48600;3.625658;44.839346
Les Salelles;48185;Lozère;48230;3.279845347200046;44.48574418563259
Les Salces;48187;Lozère;48100;3.16190600395;44.5338592529
Serverette;48188;Lozère;48700;3.386029;44.7048998
Servières;48189;;;;
Termes;48190;Lozère;48310;3.166401;44.813885
La Tieule;48191;Lozère;48500;3.15609192848;44.3841362
Trélans;48192;Lozère;48340;3.09223508835;44.4992713928
Vebron;48193;Lozère;48400;3.5785779953;44.2391395569
Vialas;48194;Lozère;48220;3.8968643;44.3341355
Les Vignes;48195;;;;
Le Villard;48196;;;;
La Villedieu;48197;;;;
Villefort;48198;Lozère;48800;3.93287992477;44.4384002686
Les Alleuds;49001;;;;
Allonnes;49002;Maine-et-Loire;72700;0.02447;47.301157
Tuffalun;49003;Maine-et-Loire;49700;-0.563166;47.478419
Ambillou-Château;49003;;49700;-0.563166;47.478419
Andard;49004;;;;
Andigné;49005;;;;
Andrezé;49006;;;;
Angers;49007;Maine-et-Loire;49000;-0.563244;47.444139
Angrie;49008;Maine-et-Loire;49440;-0.99294501543;47.5648002625
Antoigné;49009;Maine-et-Loire;49260;-0.112668998539;47.0843009949
Armaillé;49010;Maine-et-Loire;49420;-1.08335995674;47.6907997131
Artannes-sur-Thouet;49011;Maine-et-Loire;49260;-0.0940930023789;47.1988983154
Aubigné-sur-Layon;49012;Maine-et-Loire;49540;-0.460657;47.2117996
Auverse;49013;;;;
Aviré;49014;;;;
Avrillé;49015;Maine-et-Loire;49241;-0.590711;47.505174
Bagneux;49016;;;;
Baracé;49017;Maine-et-Loire;49430;-0.358260005713;47.6399993896
Baugé-en-Anjou;49018;Maine-et-Loire;49150;-0.098202;47.537337
Baugé;49018;;49150;-0.098202;47.537337
Bauné;49019;;;;
Beaucouzé;49020;Maine-et-Loire;49070;-0.537148;47.4624
Beaufort-en-Anjou;49021;Maine-et-Loire;49250;-0.22388;47.44045
Beaufort-en-Vallée;49021;;49250;-0.22388;47.44045
Beaulieu-sur-Layon;49022;Maine-et-Loire;49750;-0.551648974419;47.3585014343
Beaupréau-en-Mauges;49023;Maine-et-Loire;49600;-0.9927683286797536;47.20352168528531
Beaupréau;49023;;49600;-0.9927683286797536;47.20352168528531
Beausse;49024;;;;
Beauvau;49025;;;;
Bécon-les-Granits;49026;Maine-et-Loire;49370;-0.79496;47.50528
Bégrolles-en-Mauges;49027;Maine-et-Loire;49122;-0.934741020203;47.1399002075
Béhuard;49028;Maine-et-Loire;49170;-0.643504023552;47.3795204163
Blaison-Saint-Sulpice;49029;Maine-et-Loire;49320;-0.370952993631;47.3997993469
Blaison-Gohier;49029;;49320;-0.370952993631;47.3997993469
Blou;49030;Maine-et-Loire;49160;-0.110177;47.3810997
Bocé;49031;;;;
La Bohalle;49032;;;;
La Boissière-sur-Èvre;49033;;;;
Botz-en-Mauges;49034;;;;
Bouchemaine;49035;Maine-et-Loire;49080;-0.606658995152;47.4233016968
Bouillé-Ménard;49036;Maine-et-Loire;49520;-0.969272017479;47.7411003113
Le Bourg-d'Iré;49037;;;;
Bourg-l'Évêque;49038;Maine-et-Loire;49520;-1.01354598999;47.7358894348
Bourgneuf-en-Mauges;49039;;;;
Bouzillé;49040;;;;
Brain-sur-Allonnes;49041;Maine-et-Loire;49650;0.063855;47.301812
Brain-sur-l'Authion;49042;;;;
Brain-sur-Longuenée;49043;;;;
Breil;49044;;;;
La Breille-les-Pins;49045;Maine-et-Loire;49390;0.071102000773;47.3399353027
Brézé;49046;;;;
Brigné;49047;;;;
Briollay;49048;Maine-et-Loire;49125;-0.50947701931;47.563949585
Brion;49049;;;;
Brissac Loire Aubance;49050;Maine-et-Loire;49320;-0.43704;47.34061
Brissac-Quincé;49050;;49320;-0.43704;47.34061
Brissarthe;49051;;;;
Broc;49052;;;;
Brossay;49053;Maine-et-Loire;49700;-0.212503001094;47.1640014648
Candé;49054;Maine-et-Loire;49440;-1.034127;47.563455
Cantenay-Épinard;49055;Maine-et-Loire;49460;-0.5686572;47.5320431
Carbay;49056;Maine-et-Loire;49420;-1.21901202202;47.7319908142
Cernusson;49057;Maine-et-Loire;49310;-0.4837996;47.1757337
Les Cerqueux;49058;Maine-et-Loire;49360;-0.642678022385;46.9992980957
Les Cerqueux-sous-Passavant;49059;;;;
Bellevigne-les-Châteaux;49060;Maine-et-Loire;49260;-0.0607060007751;47.193901062
Chacé;49060;;49260;-0.0607060007751;47.193901062
Challain-la-Potherie;49061;Maine-et-Loire;49440;-1.04891;47.634617
Chalonnes-sous-le-Lude;49062;;;;
Chalonnes-sur-Loire;49063;Maine-et-Loire;49937;;
Chambellay;49064;Maine-et-Loire;49220;-0.678979992867;47.6894989014
Champigné;49065;;49330;-0.494283;47.680946
Champ-sur-Layon;49066;;;;
Chenillé-Champteussé;49067;Maine-et-Loire;49220;-0.6562301;47.6670207
Champteussé-sur-Baconne;49067;;49220;-0.6562301;47.6670207
Champtocé-sur-Loire;49068;Maine-et-Loire;49123;-0.864139974117;47.4115982056
Orée d'Anjou;49069;Maine-et-Loire;49530;-1.206863;47.33453
Champtoceaux;49069;;49530;-1.206863;47.33453
Chanteloup-les-Bois;49070;Maine-et-Loire;49340;-0.68807297945;47.0956993103
Chanzeaux;49071;;;;
La Chapelle-du-Genêt;49072;;;;
La Chapelle-Hullin;49073;;;;
La Chapelle-Rousselin;49074;;;;
La Chapelle-Saint-Florent;49075;;;;
La Chapelle-Saint-Laud;49076;Maine-et-Loire;49140;-0.324521005154;47.6150016785
La Chapelle-sur-Oudon;49077;;;;
Charcé-Saint-Ellier-sur-Aubance;49078;;;;
Chartrené;49079;;;;
Les Hauts-d'Anjou;49080;Maine-et-Loire;49330;-0.4957448;47.6807009
Châteauneuf-sur-Sarthe;49080;;49330;-0.4957448;47.6807009
Châtelais;49081;;;;
Chaudefonds-sur-Layon;49082;Maine-et-Loire;49290;-0.706845998764;47.3251991272
Chaudron-en-Mauges;49083;;;;
Chaumont-d'Anjou;49084;;;;
La Chaussaire;49085;;;;
Terranjou;49086;Maine-et-Loire;49540;-0.43756;47.23138
Chavagnes;49086;;49540;-0.43756;47.23138
Chavaignes;49087;;;;
Chazé-Henry;49088;;;;
Chazé-sur-Argos;49089;Maine-et-Loire;49500;-0.892835021019;47.6171989441
Cheffes;49090;Maine-et-Loire;49125;-0.507197;47.6213111
Chemellier;49091;;;;
Chemillé-en-Anjou;49092;Maine-et-Loire;49120;-0.732659;47.2146396
Chemillé;49092;;49120;-0.732659;47.2146396
Chemiré-sur-Sarthe;49093;;;;
Chênehutte-Trèves-Cunault;49094;;;;
Chenillé-Changé;49095;;;;
Cherré;49096;;;;
Cheviré-le-Rouge;49097;;;;
Chigné;49098;;;;
Cholet;49099;Maine-et-Loire;49300;-0.86886158;47.05156404
Cizay-la-Madeleine;49100;Maine-et-Loire;49700;-0.187584;47.18833
Clefs;49101;;;;
Cléré-sur-Layon;49102;Maine-et-Loire;49560;-0.421342;47.091751
Combrée;49103;;;;
Concourson-sur-Layon;49104;;;;
Contigné;49105;;;;
Corné;49106;;;;
Cornillé-les-Caves;49107;Maine-et-Loire;49140;-0.3036521;47.4994672
La Cornuaille;49108;;;;
Coron;49109;Maine-et-Loire;49690;-0.6463126;47.1282553
Corzé;49110;Maine-et-Loire;49140;-0.391804009676;47.5597991943
Cossé-d'Anjou;49111;;;;
Le Coudray-Macouard;49112;Maine-et-Loire;49260;-0.1203555;47.1953344
Courchamps;49113;Maine-et-Loire;49260;-0.166749998927;47.2010993958
Courléon;49114;Maine-et-Loire;49390;0.142623;47.389802
Coutures;49115;;;;
Cuon;49116;;;;
La Daguenière;49117;;;;
Dampierre-sur-Loire;49118;;;;
Daumeray;49119;;;;
Denée;49120;Maine-et-Loire;49190;-0.607898;47.378303
Dénezé-sous-Doué;49121;Maine-et-Loire;49700;-0.275751;47.245826
Dénezé-sous-le-Lude;49122;;;;
Distré;49123;Maine-et-Loire;49400;-0.113897003233;47.2229995728
Doué-en-Anjou;49125;Maine-et-Loire;49700;-0.26883;47.193573
Doué-la-Fontaine;49125;;49700;-0.26883;47.193573
Drain;49126;;;;
Durtal;49127;Maine-et-Loire;49430;-0.23633;47.67331
Échemiré;49128;;;;
Écouflant;49129;Maine-et-Loire;49000;-0.529624998569;47.528301239
Écuillé;49130;Maine-et-Loire;49460;-0.561629;47.615485
Épieds;49131;Maine-et-Loire;49260;-0.0463034;47.1443944
Étriché;49132;Maine-et-Loire;49330;-0.443320989609;47.6500015259
Faveraye-Mâchelles;49133;;;;
Faye-d'Anjou;49134;;;;
Feneu;49135;Maine-et-Loire;49460;-0.550074994564;47.5788993835
La Ferrière-de-Flée;49136;;;;
Le Fief-Sauvin;49137;;;;
Les Bois d'Anjou;49138;Maine-et-Loire;49250;-0.1897987;47.4857949
Fontaine-Guérin;49138;;49250;-0.1897987;47.4857949
Fontaine-Milon;49139;;;;
Fontevraud-l'Abbaye;49140;Maine-et-Loire;49590;0.0502300001681;47.1819992065
Forges;49141;;;;
La Fosse-de-Tigné;49142;;;;
Fougeré;49143;;;;
Le Fuilet;49145;;;;
Gée;49147;;;;
Gené;49148;;;;
Gennes;49149;;;;
Genneteil;49150;;;;
Gesté;49151;;;;
Valanjou;49153;;;;
Grézillé;49154;;;;
Grez-Neuville;49155;Maine-et-Loire;Grez-Neuville;-0.705199;47.616186
Grugé-l'Hôpital;49156;;;;
Le Guédeniau;49157;;;;
L'Hôtellerie-de-Flée;49158;;;;
Huillé;49159;;;;
Ingrandes-Le Fresne sur Loire;49160;Maine-et-Loire;49123;-0.9281;47.403035
La Jaille-Yvon;49161;Maine-et-Loire;49220;-0.671203017235;47.7224502563
Jallais;49162;;;;
Jarzé Villages;49163;Maine-et-Loire;49140;-0.232946;47.555871
Jarzé;49163;;49140;-0.232946;47.555871
La Jubaudière;49165;;;;
Les Garennes sur Loire;49167;Maine-et-Loire;49320;-0.451072990894;47.3967018127
Juigné-sur-Loire;49167;;49320;-0.451072990894;47.3967018127
Jumelles;49168;;;;
La Jumellière;49169;;;;
Juvardeil;49170;Maine-et-Loire;49330;-0.498861;47.655103
La Lande-Chasles;49171;Maine-et-Loire;49150;-0.066359;47.470331
Landemont;49172;;;;
Lasse;49173;;;;
Huillé-Lézigné;49174;Maine-et-Loire;49430;-0.304811000824;47.6477470398
Lézigné;49174;;49430;-0.304811000824;47.6477470398
Linières-Bouton;49175;;;;
Le Lion-d'Angers;49176;Maine-et-Loire;49220;-0.71411;47.62494
Liré;49177;;;;
Loiré;49178;Maine-et-Loire;49440;-0.9802734;47.6147993
Le Longeron;49179;;;;
Longué-Jumelles;49180;Maine-et-Loire;49160;-0.11712102;47.37579275
Louerre;49181;;;;
Louresse-Rochemenier;49182;Maine-et-Loire;49700;-0.313183009624;47.239200592
Val d'Erdre-Auxence;49183;Maine-et-Loire;49370;-0.893335;47.464412
Le Louroux-Béconnais;49183;;49370;-0.893335;47.464412
Louvaines;49184;;;;
Lué-en-Baugeois;49185;;;;
Luigné;49186;;;;
Marans;49187;;;;
Marcé;49188;Maine-et-Loire;49140;-0.327785;47.580067
Marigné;49189;;;;
Le Marillais;49190;;;;
Martigné-Briand;49191;;;;
Maulévrier;49192;Maine-et-Loire;49360;-0.745159983635;47.0073013306
Le May-sur-Èvre;49193;Maine-et-Loire;49122;-0.8925269;47.1380001
Mazé-Milon;49194;Maine-et-Loire;49630;-0.272481;47.456081
Mazé;49194;;49630;-0.272481;47.456081
Mazières-en-Mauges;49195;Maine-et-Loire;49280;-0.813455998898;47.0475997925
La Meignanne;49196;;;;
Meigné-le-Vicomte;49197;;;;
Meigné;49198;;;;
Melay;49199;;;;
Longuenée-en-Anjou;49200;Maine-et-Loire;49770;-0.6806619;47.5209007
La Membrolle-sur-Longuenée;49200;;49770;-0.6806619;47.5209007
La Ménitré;49201;Maine-et-Loire;49250;-0.2698441;47.4013936
Méon;49202;;;;
Le Mesnil-en-Vallée;49204;;;;
Miré;49205;Maine-et-Loire;49330;-0.498163;47.7579002
Montfaucon-Montigné;49206;;;;
Montfort;49207;;;;
Montguillon;49208;;;;
Montigné-lès-Rairies;49209;Maine-et-Loire;49430;-0.204872995615;47.6222000122
Montilliers;49211;Maine-et-Loire;49310;-0.533137023449;47.1458015442
Montjean-sur-Loire;49212;;;;
Montpollin;49213;;;;
Montreuil-Juigné;49214;Maine-et-Loire;49460;-0.606349;47.528
Montreuil-Bellay;49215;Maine-et-Loire;49260;-0.1442427;47.1282131
Montreuil-sur-Loir;49216;Maine-et-Loire;49140;-0.403654009104;47.6072998047
Montreuil-sur-Maine;49217;Maine-et-Loire;49220;-0.685829997063;47.6129989624
Montrevault-sur-Èvre;49218;Maine-et-Loire;49110;-1.04856;47.25869
Montrevault;49218;;49110;-1.04856;47.25869
Montsoreau;49219;Maine-et-Loire;49730;0.0553;47.21707
Morannes sur Sarthe-Daumeray;49220;Maine-et-Loire;49640;-0.417423;47.744108
Mouliherne;49221;Maine-et-Loire;49390;0.017108;47.466908
Mozé-sur-Louet;49222;Maine-et-Loire;49610;-0.551518023014;47.35779953
Mûrs-Erigné;49223;Maine-et-Loire;49610;-0.537496984005;47.3992996216
Neuillé;49224;Maine-et-Loire;49680;-0.0356519;47.3426323
Neuvy-en-Mauges;49225;;;;
Noëllet;49226;;;;
Notre-Dame-d'Allençon;49227;;;;
Noyant-Villages;49228;Maine-et-Loire;49490;0.12343;47.51405
Noyant;49228;;49490;0.12343;47.51405
Noyant-la-Gravoyère;49229;;;;
Noyant-la-Plaine;49230;;;;
Nuaillé;49231;Maine-et-Loire;49340;-0.7968932;47.0956213
Nueil-sur-Layon;49232;;;;
Nyoiseau;49233;;;;
Parçay-les-Pins;49234;;;;
Parnay;49235;Maine-et-Loire;49730;0.0104471;47.2313737
Passavant-sur-Layon;49236;Maine-et-Loire;49560;-0.3904329;47.1086839
La Pellerine;49237;Maine-et-Loire;49490;0.123307;47.462041
Pellouailles-les-Vignes;49238;;;;
Le Pin-en-Mauges;49239;;;;
La Plaine;49240;Maine-et-Loire;49360;-0.635993003845;47.0670013428
Le Plessis-Grammoire;49241;Maine-et-Loire;49124;-0.428811013699;47.4984016418
Le Plessis-Macé;49242;;;;
La Poitevinière;49243;;;;
Mauges-sur-Loire;49244;Maine-et-Loire;49410;;
La Pommeraye;49244;;49410;;
Pontigné;49245;;;;
Les Ponts-de-Cé;49246;Maine-et-Loire;49130;-0.5282956;47.4378194
La Possonnière;49247;Maine-et-Loire;49170;-0.687810003757;47.3746986389
Ombrée d'Anjou;49248;Maine-et-Loire;49420;-1.1733006;47.739888
Pouancé;49248;;49420;-1.1733006;47.739888
La Pouëze;49249;;;;
La Prévière;49250;;;;
Pruillé;49251;;;;
Le Puiset-Doré;49252;;;;
Le Puy-Notre-Dame;49253;Maine-et-Loire;49260;-0.231481999159;47.1251983643
Querré;49254;;;;
Rablay-sur-Layon;49256;;;;
Les Rairies;49257;Maine-et-Loire;49430;-0.206747;47.650875
La Renaudière;49258;;;;
Rochefort-sur-Loire;49259;Maine-et-Loire;49190;-0.654079020023;47.3559989929
La Romagne;49260;Maine-et-Loire;49740;-1.02189004421;47.0614013672
Gennes-Val-de-Loire;49261;Maine-et-Loire;49350;-0.23173;47.33622
Les Rosiers-sur-Loire;49261;;49350;-0.23173;47.33622
Rou-Marson;49262;Maine-et-Loire;49400;-0.156554996967;47.2345161438
Roussay;49263;;;;
Saint-André-de-la-Marche;49264;;;;
Saint-Aubin-de-Luigné;49265;;;;
Saint-Augustin-des-Bois;49266;Maine-et-Loire;49170;-0.794826984406;47.4600982666
Saint-Barthélemy-d'Anjou;49267;Maine-et-Loire;49180;-0.495751;47.468607
Sainte-Christine;49268;;;;
Saint-Christophe-du-Bois;49269;Maine-et-Loire;49280;-0.950148999691;47.0261001587
Saint-Christophe-la-Couperie;49270;;;;
Saint-Clément-de-la-Place;49271;Maine-et-Loire;49370;-0.7450538;47.5252042
Saint-Clément-des-Levées;49272;Maine-et-Loire;49350;-0.181928;47.335769
Saint-Crespin-sur-Moine;49273;;;;
Saint-Cyr-en-Bourg;49274;;;;
Saint-Florent-le-Vieil;49276;;;;
Sainte-Gemmes-d'Andigné;49277;;;;
Sainte-Gemmes-sur-Loire;49278;Maine-et-Loire;49130;-0.556716024876;47.4225006104
Saint-Georges-des-Sept-Voies;49279;;;;
Saint-Georges-du-Bois;49280;;;;
Saint-Georges-des-Gardes;49281;;;;
Saint-Georges-sur-Layon;49282;;;;
Saint-Georges-sur-Loire;49283;Maine-et-Loire;49170;-0.75695;47.40273
Saint-Germain-des-Prés;49284;Maine-et-Loire;49170;-0.8482915;47.2908583
Saint-Germain-sur-Moine;49285;;;;
Saint-Hilaire-du-Bois;49286;;;;
Saint-Hilaire-Saint-Florent;49287;;;;
Saint-Jean-de-la-Croix;49288;Maine-et-Loire;49130;-0.592211008072;47.4104423523
Saint-Jean-de-Linières;49289;;49070;-0.65546;47.46156
Saint-Jean-des-Mauvrets;49290;;;;
Saint-Just-sur-Dive;49291;Maine-et-Loire;49260;-0.090492002666;47.181098938
Val-du-Layon;49292;Maine-et-Loire;49750;-0.634184;47.301819
Saint-Lambert-du-Lattay;49292;;49750;-0.634184;47.301819
Saint-Lambert-des-Levées;49293;;;;
Saint-Lambert-la-Potherie;49294;Maine-et-Loire;49070;-0.67743897438;47.4799995422
Saint-Laurent-de-la-Plaine;49295;;;;
Saint-Laurent-des-Autels;49296;;;;
Saint-Laurent-du-Mottay;49297;;;;
Saint-Léger-de-Linières;49298;Maine-et-Loire;49170;-0.70931;47.459828
Saint-Léger-des-Bois;49298;;49170;-0.70931;47.459828
Saint-Léger-sous-Cholet;49299;Maine-et-Loire;49280;-0.914062;47.095393
Saint-Lézin;49300;;;;
Sèvremoine;49301;Maine-et-Loire;49450;-0.994162;47.124026
